sid,survey_idno,variable,#_variable,var_dcml,loc_width,labl,var_security,var_universe_clusion,var_qstn_qstnlit,var_universe,var_sumstat_0,var_sumstat_type_0,var_sumstat_1,var_sumstat_type_1,var_format_type,var_val_range_min,var_val_range_max
523,DANE-DIMPE-EAM-2016,c3r2c1,V4414,0,8,Sueldos y salarios del personal permanente -  Producción - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Sueldos y salarios del personal permanente -  Producción - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,21837104
523,DANE-DIMPE-EAM-2016,c3r2c2,V4415,0,8,Sueldos y salarios del personal permanente -  Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Sueldos y salarios del personal permanente -  Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,44175353
523,DANE-DIMPE-EAM-2016,c3r2c3,V4416,0,8,Total Sueldos y salarios del personal permanente,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Sueldos y salarios del personal permanente,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,64131006
523,DANE-DIMPE-EAM-2016,c3r2pt,V4413,0,8,Sueldos y salarios del personal permanente -  Producción - Profesional Tecnólogo o Técnico-,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Sueldos y salarios del personal permanente -  Producción - Profesional Tecnólogo o Técnico-,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,11204448
523,DANE-DIMPE-EAM-2016,c3r31c2,V4509,0,9,Intereses causados sobre préstamos - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Intereses causados sobre préstamos - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,248635798
523,DANE-DIMPE-EAM-2016,c3r31c3,V4510,0,9,Total Intereses causados sobre préstamos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Intereses causados sobre préstamos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,248635798
523,DANE-DIMPE-EAM-2016,c3r35c1,V4516,0,9,Total Costos y gastos de producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos de producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,564722766
523,DANE-DIMPE-EAM-2016,c3r35c2,V4517,0,11,Total Gastos de administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Gastos de administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1274795036
523,DANE-DIMPE-EAM-2016,c3r35c3,V4518,0,11,Total costos de producción administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total costos de producción administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1428324138
523,DANE-DIMPE-EAM-2016,c3r36c1,V4482,0,7,Servicios de comunicaciones -Producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Servicios de comunicaciones -Producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,2616625
523,DANE-DIMPE-EAM-2016,c3r36c2,V4483,0,8,Servicios de comunicaciones - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Servicios de comunicaciones - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,39556340
523,DANE-DIMPE-EAM-2016,c3r36c3,V4484,0,8,Total Servicios de comunicaciones,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Servicios de comunicaciones,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,39557047
523,DANE-DIMPE-EAM-2016,c3r37c1,V4502,0,1,Impuestos de industria y comercio - producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuestos de industria y comercio - producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,0
523,DANE-DIMPE-EAM-2016,c3r37c2,V4503,0,8,Impuestos de industria y comercio - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuestos de industria y comercio - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,43873910
523,DANE-DIMPE-EAM-2016,c3r37c3,V4504,0,8,Total Impuestos de industria y comercio,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Impuestos de industria y comercio,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,43873910
523,DANE-DIMPE-EAM-2016,c3r38c2,V4505,0,8,Impuesto predial y sobre vehículos - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuesto predial y sobre vehículos - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,89703324
523,DANE-DIMPE-EAM-2016,c3r38c3,V4506,0,8,Total Impuesto predial y sobre vehículos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Impuesto predial y sobre vehículos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,89703324
523,DANE-DIMPE-EAM-2016,c3r3c1,V4418,0,8,Prestaciones sociales del personal permanente - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Prestaciones sociales del personal permanente - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,13540424
